ID,日付,銘柄コード,銘柄名,方向,信頼度,エントリー時刻,エントリー価格,エグジット時刻,エグジット価格,損益(円),損益(%),エグジット理由,シグナル理由,BE発動,セッション,保有バー数,ロット数,最大含み益(%),最大含み損(%)
79,2026-06-23,6920,レーザーテック,short,medium,09:37,55870.0,09:44,56149.3,-9777,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,7,3500,0.089,-0.662
80,2026-06-23,6920,レーザーテック,short,medium,09:55,56430.0,10:47,55583.5,29626,1.500,TP,大台割れ (56500円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,52,3500,1.559,-0.301
109,2026-06-23,8316,三井住友FG,short,medium,09:58,6571.0,11:57,6548.0,6992,0.350,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,119,30400,0.457,-0.304
103,2026-06-23,9984,ソフトバンクG,short,medium,10:10,6735.0,11:58,6680.0,16280,0.817,EOD,三尊（ヘッド&ショルダー）(ネックライン:6743.5円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,108,29600,1.381,-0.045
86,2026-06-23,5803,フジクラ,short,medium,10:15,6849.0,10:20,6883.2,-10000,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,5,29200,0.015,-0.511
85,2026-06-23,6857,アドバンテスト,short,medium,10:20,32770.0,11:26,32770.0,0,0.000,BE,三尊（ヘッド&ショルダー）(ネックライン:32820.0円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,66,6100,1.160,-0.305
87,2026-06-23,5803,フジクラ,short,medium,10:28,6841.0,10:30,6875.2,-9988,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,2,29200,0.000,-0.746
108,2026-06-23,8035,東京エレクトロン,short,medium,10:35,77890.0,11:58,77630.0,6500,0.334,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,83,2500,0.809,-0.231
92,2026-06-23,6976,太陽誘電,short,medium,10:38,18105.0,10:44,17833.4,29873,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,6,11000,1.933,0.000
98,2026-06-23,6981,村田製作所,short,medium,10:42,11865.0,10:49,11687.0,29900,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,7,16800,1.686,0.000
88,2026-06-23,5803,フジクラ,short,medium,10:44,6799.0,10:47,6697.0,29984,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,3,29400,2.000,0.000
93,2026-06-23,6976,太陽誘電,short,medium,10:44,17755.0,10:53,17488.7,29828,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,9,11200,1.605,-0.197
101,2026-06-23,6526,ソシオネクスト,short,medium,10:46,2716.5,11:08,2675.8,29990,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,22,73600,1.546,0.000
81,2026-06-23,6920,レーザーテック,short,medium,10:47,55550.0,11:58,55180.0,13320,0.666,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,71,3600,1.098,0.000
89,2026-06-23,5803,フジクラ,short,medium,10:47,6663.0,10:49,6563.1,29983,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,2,30000,1.636,0.000
90,2026-06-23,5803,フジクラ,short,medium,10:49,6554.0,10:51,6586.8,-9995,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,2,30500,0.000,-1.099
99,2026-06-23,6981,村田製作所,short,medium,10:49,11665.0,11:14,11665.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,25,17100,0.814,-0.386
94,2026-06-23,6976,太陽誘電,short,medium,10:53,17470.0,10:57,17557.3,-9958,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,4,11400,0.315,-0.572
105,2026-06-23,7011,三菱重工業,short,medium,10:55,3786.0,11:58,3776.0,5280,0.264,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,63,52800,0.475,-0.053
95,2026-06-23,6976,太陽誘電,short,medium,10:59,17400.0,11:04,17487.0,-9918,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,5,11400,0.201,-0.575
110,2026-06-24,6920,レーザーテック,short,medium,12:29,51240.0,12:30,51496.2,-9992,-0.500,SL,デッドクロス (MA5:51608 < MA25:51681.6, 乖離:0.14%)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,1,3900,0.000,-0.527
112,2026-06-24,6857,アドバンテスト,short,medium,12:29,31130.0,13:28,30800.0,21120,1.060,EOD,デッドクロス (MA5:31370 < MA25:31418, 乖離:0.15%)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,59,6400,1.221,-0.289
113,2026-06-24,5803,フジクラ,short,medium,12:29,6332.0,12:31,6363.7,-9973,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,2,31500,0.000,-0.632
119,2026-06-24,9984,ソフトバンクG,short,medium,12:29,6504.0,13:20,6406.4,29951,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,51,30700,1.568,-0.185
122,2026-06-24,8035,東京エレクトロン,short,medium,12:29,70130.0,13:18,69078.1,29455,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,49,2800,1.526,0.000
114,2026-06-24,5803,フジクラ,short,medium,13:00,6237.0,13:28,6185.0,16640,0.834,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,28,32000,1.411,0.000
124,2026-06-24,8316,三井住友FG,short,medium,13:00,6361.0,13:28,6355.0,1884,0.094,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,28,31400,0.220,-0.094
115,2026-06-24,6976,太陽誘電,short,medium,13:01,16590.0,13:27,16672.9,-9954,-0.500,SL,大台割れ (16600円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,26,12000,0.332,-0.663
111,2026-06-24,6920,レーザーテック,short,medium,13:02,50760.0,13:28,50200.0,21840,1.103,EOD,大台割れ (50800円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,26,3900,1.379,-0.039
116,2026-06-24,6981,村田製作所,short,medium,13:02,10885.0,13:28,10860.0,4575,0.230,EOD,大台割れ (10900円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,26,18300,0.689,-0.322
117,2026-06-24,6526,ソシオネクスト,short,medium,13:02,2654.0,13:20,2614.2,29977,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,18,75300,1.620,0.000
121,2026-06-24,7011,三菱重工業,short,medium,13:04,3764.0,13:28,3755.0,4779,0.239,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,24,53100,0.505,0.000
123,2026-06-24,8035,東京エレクトロン,short,medium,13:18,69060.0,13:28,68860.0,5600,0.290,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,10,2800,0.420,0.000
118,2026-06-24,6526,ソシオネクスト,short,medium,13:20,2611.0,13:28,2619.5,-6503,-0.326,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,8,76500,0.479,-0.326
120,2026-06-24,9984,ソフトバンクG,short,medium,13:20,6402.0,13:28,6396.0,1872,0.094,EOD,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,8,31200,0.625,0.000
138,2026-06-25,6857,アドバンテスト,long,strong,09:08,33440.0,09:09,33440.0,0,0.000,BE,大台超え (33400円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,5900,0.837,-0.030
139,2026-06-25,6857,アドバンテスト,long,strong,09:10,33980.0,09:12,33810.1,-9854,-0.500,SL,大台超え (33900円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,2,5800,0.088,-0.677
147,2026-06-25,5803,フジクラ,long,strong,09:12,6635.0,09:13,6601.8,-9986,-0.500,SL,大台超え (6600円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,30100,0.045,-0.723
161,2026-06-25,6976,太陽誘電,long,strong,09:14,17520.0,09:15,17432.4,-9986,-0.500,SL,大台超え (17500円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,11400,0.285,-0.970
172,2026-06-25,6981,村田製作所,long,strong,09:17,11270.0,09:18,11270.0,0,0.000,BE,VWAP反発（押し目買い）(VWAP:11239.3)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,17700,1.375,0.000
173,2026-06-25,6981,村田製作所,long,strong,09:18,11410.0,09:20,11353.0,-9984,-0.500,SL,大台超え (11400円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,2,17500,0.482,-0.526
125,2026-06-25,6920,レーザーテック,short,medium,09:20,51360.0,09:21,51616.8,-9758,-0.500,SL,大台割れ (51400円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,3800,0.078,-0.818
190,2026-06-25,9984,ソフトバンクG,short,strong,09:20,6481.0,09:34,6481.0,0,0.000,BE,大台割れ (6500円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,14,30800,1.219,-0.201
162,2026-06-25,6976,太陽誘電,long,strong,09:21,18045.0,09:22,18045.0,0,0.000,BE,大台超え (18000円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,11000,0.970,-0.055
174,2026-06-25,6981,村田製作所,long,strong,09:21,11505.0,09:22,11505.0,0,0.000,BE,大台超え (11500円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,17300,0.826,-0.087
182,2026-06-25,6526,ソシオネクスト,short,strong,09:21,2598.0,09:24,2598.0,0,0.000,BE,大台割れ (2600円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,3,76900,1.193,-0.173
163,2026-06-25,6976,太陽誘電,long,strong,09:22,18175.0,09:25,18084.1,-9996,-0.500,SL,大台超え (18100円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,3,11000,0.303,-2.944
197,2026-06-25,7011,三菱重工業,short,strong,09:22,3688.0,10:29,3632.7,29983,1.500,TP,大台割れ (3700円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,67,54200,1.518,-0.054
140,2026-06-25,6857,アドバンテスト,long,strong,09:23,34190.0,09:24,34019.1,-9915,-0.500,SL,大台超え (34100円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,5800,0.029,-0.731
126,2026-06-25,6920,レーザーテック,short,strong,09:25,51100.0,09:26,51355.5,-9964,-0.500,SL,大台割れ (51200円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,3900,0.020,-0.861
206,2026-06-25,8316,三井住友FG,short,strong,09:26,6333.0,09:53,6364.7,-9974,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,27,31500,0.205,-0.505
127,2026-06-25,6920,レーザーテック,short,medium,09:29,51140.0,09:30,51395.7,-9972,-0.500,SL,大台割れ (51200円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,3900,0.000,-0.626
128,2026-06-25,6920,レーザーテック,short,medium,09:31,51250.0,09:36,51506.2,-9994,-0.500,SL,大台割れ (51300円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,5,3900,0.429,-0.722
141,2026-06-25,6857,アドバンテスト,long,strong,09:31,34170.0,09:35,33999.2,-9909,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,4,5800,0.176,-0.995
148,2026-06-25,5803,フジクラ,short,strong,09:32,6387.0,09:33,6418.9,-9996,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,31300,0.016,-0.642
200,2026-06-25,8035,東京エレクトロン,short,medium,09:32,73720.0,09:36,74088.6,-9952,-0.500,SL,大台割れ (73800円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,4,2700,0.271,-0.583
149,2026-06-25,5803,フジクラ,short,medium,09:33,6406.0,09:34,6438.0,-9993,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,31200,0.078,-0.624
183,2026-06-25,6526,ソシオネクスト,short,medium,09:33,2561.5,09:35,2574.3,-9990,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,2,78000,0.059,-0.839
164,2026-06-25,6976,太陽誘電,long,strong,09:37,18165.0,09:38,18074.2,-9991,-0.500,SL,大台超え (18100円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,11000,0.303,-0.963
184,2026-06-25,6526,ソシオネクスト,short,medium,09:40,2589.0,09:42,2601.9,-9994,-0.500,SL,大台割れ (2600円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,2,77200,0.174,-0.502
150,2026-06-25,5803,フジクラ,short,strong,09:44,6394.0,09:46,6394.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,2,31200,0.516,-0.375
151,2026-06-25,5803,フジクラ,short,strong,09:46,6378.0,09:49,6409.9,-9982,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,3,31300,0.125,-0.690
201,2026-06-25,8035,東京エレクトロン,short,medium,09:46,73610.0,09:51,73978.0,-9937,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,5,2700,0.204,-0.706
129,2026-06-25,6920,レーザーテック,long,strong,09:50,51960.0,09:53,51960.0,0,0.000,BE,大台超え (51900円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,3,3800,0.712,-0.115
142,2026-06-25,6857,アドバンテスト,long,strong,09:50,34050.0,10:26,34560.8,29624,1.500,TP,大台超え (34000円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,36,5800,1.527,-0.411
165,2026-06-25,6976,太陽誘電,long,strong,09:51,18310.0,09:53,18310.0,0,0.000,BE,大台超え (18300円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,2,10900,0.601,-0.300
175,2026-06-25,6981,村田製作所,long,strong,09:51,11655.0,09:52,11655.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,17100,0.644,-0.472
191,2026-06-25,9984,ソフトバンクG,long,strong,09:51,6589.0,10:33,6687.8,29947,1.500,TP,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,42,30300,1.806,-0.015
176,2026-06-25,6981,村田製作所,long,strong,09:52,11635.0,09:58,11635.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,6,17100,0.859,-0.129
130,2026-06-25,6920,レーザーテック,long,strong,09:53,52330.0,10:14,52330.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,21,3800,0.975,-0.210
166,2026-06-25,6976,太陽誘電,long,strong,09:57,18440.0,10:04,18440.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,7,10800,0.868,-0.190
207,2026-06-25,8316,三井住友FG,long,strong,10:00,6380.0,10:23,6380.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,23,31300,0.564,-0.031
202,2026-06-25,8035,東京エレクトロン,long,strong,10:02,74380.0,10:31,74380.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,29,2600,0.632,-0.471
152,2026-06-25,5803,フジクラ,short,strong,10:03,6360.0,10:04,6360.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,31400,0.582,-0.016
153,2026-06-25,5803,フジクラ,short,strong,10:04,6339.0,10:11,6339.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,7,31500,0.505,-0.394
177,2026-06-25,6981,村田製作所,long,strong,10:06,11700.0,10:15,11641.5,-9945,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,9,17000,0.342,-0.513
185,2026-06-25,6526,ソシオネクスト,short,medium,10:07,2598.5,10:12,2611.5,-9991,-0.500,SL,大台割れ (2600円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,5,76900,0.077,-0.500
131,2026-06-25,6920,レーザーテック,long,strong,10:23,52600.0,10:31,52337.0,-9994,-0.500,SL,大台超え (52600円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,8,3800,0.057,-0.532
154,2026-06-25,5803,フジクラ,short,medium,10:25,6366.0,10:34,6397.8,-9995,-0.500,SL,三尊（ヘッド&ショルダー）(ネックライン:6370.0円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,9,31400,0.110,-0.597
208,2026-06-25,8316,三井住友FG,short,medium,10:28,6384.0,15:03,6384.0,0,0.000,BE,三尊（ヘッド&ショルダー）(ネックライン:6394.5円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,270,31300,0.752,-0.204
198,2026-06-25,7011,三菱重工業,short,strong,10:29,3635.0,10:57,3653.2,-9996,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,28,55000,0.138,-0.578
167,2026-06-25,6976,太陽誘電,long,strong,10:30,18585.0,10:41,18585.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,11,10700,0.592,-0.296
132,2026-06-25,6920,レーザーテック,short,strong,10:31,52320.0,10:37,52581.6,-9941,-0.500,SL,大台割れ (52400円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,6,3800,0.478,-0.573
192,2026-06-25,9984,ソフトバンクG,long,strong,10:33,6699.0,10:46,6699.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,13,29800,1.075,-0.090
155,2026-06-25,5803,フジクラ,long,strong,10:34,6401.0,10:39,6369.0,-9986,-0.500,SL,大台超え (6400円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,5,31200,0.016,-0.594
178,2026-06-25,6981,村田製作所,long,strong,10:34,11745.0,10:42,11686.3,-9983,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,8,17000,0.298,-1.064
143,2026-06-25,6857,アドバンテスト,long,strong,10:36,34640.0,11:29,35159.6,29617,1.500,TP,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,53,5700,1.559,-0.144
203,2026-06-25,8035,東京エレクトロン,long,strong,10:38,74810.0,13:13,74810.0,0,0.000,BE,大台超え (74800円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,150,2600,1.390,-0.321
156,2026-06-25,5803,フジクラ,short,medium,10:40,6362.0,10:43,6393.8,-9988,-0.500,SL,三尊（ヘッド&ショルダー）(ネックライン:6368.0円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,3,31400,0.063,-0.534
186,2026-06-25,6526,ソシオネクスト,short,medium,10:42,2613.0,10:49,2613.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,7,76500,0.574,-0.115
133,2026-06-25,6920,レーザーテック,long,strong,10:43,52630.0,11:05,53419.4,29999,1.500,TP,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,22,3800,1.501,-0.247
